Pathway	Order	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
1CMET2-PWY: folate transformations III (E. coli)	o__Verrucomicrobiales	680.0084240333	0	592.6606216482	72.0600798588	0	147.8738285629	505.4932943929	690.9675120633	0	0	0	0	0	0	49.2677545897	514.2330289264	1344.2620378573	2094.8642529477	1030.840856746	0	1118.1748465583	0	0	0	0	0	0	0	0	0	128.3898011327	177.0991384532	280.1194990711	0	0	0	0	0	647.5364036358	598.4253630224	1224.2090524921	1551.405251262	586.592401359	147.5402597938	0	56.5499283368	0	168.2693543226	0	0	0	0	0	0	17.5024062729	0	0	0	0	0	0	0	0	0	0	0	87.0259529068	392.3090676437	67.0457839561	0	0	290.0591845723	0	0	40.8513532334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1081911655	0	0	483.2126887962	165.6355487793	285.2113707226	0	556.6654700763	0	0	0	0	0	0	0	18.1533369842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348.5556810545	311.6416882195	0	0	8.8099215112	0	0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	o__Enterobacterales	0	0	0	0	0	0	677.0177835559	0	0	280.6449137397	17.3140406168	3.5045574949	0	0	0	0	0	65.6330817702	0	19.8796255209	0	0	0	0	0	0	0	0	0	0	0	0	41.5272983251	0	0	1481.7078074096	194.707121741	0	156.078404993	0	0	617.1094084964	58.880727061	29.8171664419	273.7981934936	3710.8162526266	0	0	96.481551943	137.0718432074	0	470.7349781518	0	0	29.9363011729	0	73.2946784034	0	86.3535981827	26.6763499453	0	0	134.49541095	0	0	0	0	0	0	0	38.4237518538	0	26.5040872145	86.3116268528	0	0	0	0	12.6338006014	0	0	0	0	0	3.6702161452	9.1290598498	0	0	1408.2468904629	531.1300874369	0	128.5245870658	0	224.0314567965	460.9763600353	0	3.3979899904	59.4922385057	37.1713673753	0	0	45.2651228067	0	22.987521878	0	8.2317022643	33.1775660971	20.781064637	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7626789104	1009.6244751248	0	1848.1888130269	1732.207221122	20.3723208994	7.8487458	65.4475574315	0	0	915.3784140862	3.7586203754	0	8.6466286107	0	5.3113542841	0	25.6484205805	117.315633359	0	141.3454719332	285.4754910834	0	0	598.1146739257	195.9344862007	121.5407266253	42.3762283488	1192.6874947204	0	0	0	603.4246230963	0	0	0	86.1146177229	482.7001603634	292.2436148823	32.9722455699	502.1909668799	54.4711438835	122.6992104796	127.611151218	0	0	2.5054245682	0	15.1789735903	0	0	0	0	0	50.088987105	112.9586581995	184.3889422758	45.8429620687	19.39212253	0	0
AEROBACTINSYN-PWY: aerobactin biosynthesis	o__Enterobacterales	0	0	0	0	0	0	0	0	0	476.3911635609	332.2713118555	402.0085369333	101.0066408191	6.7714210242	37.5743267221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4586749949	7.5436187309	62.2316660469	0	0	0	0	0	0	0	0	0	0	0	63.5702961592	0	0	140.3616053841	275.883571089	107.7557725894	0	806.5692354239	0	0	0	0	0	28.9954778432	0	0	0	0	0	44.0692393588	0	14.0881530974	0	0	0	0	38.024322279	0	134.5562830824	107.6839843021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.9573689234	0	9.9862725952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.278790449	327.1152836117	139.1865718065	0	269.8752044745	0	0	0	0	0	0	0	0	0	0	0	0	0	95.1984591285	44.3191166444	141.3799332307	41.7404790713	17.9609689489	0	0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	o__Enterobacterales	0	0	0	0	0	0	0	0	0	34.8034328661	34.6329069129	71.0557392251	0	0	0	0	0	4.5401794382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8007683573	0	2.4795955604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9191225264	13.2235563131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4307966838	0	0	0	0	0	0	0	76.2191487052	0	36.2017562085	0	33.3962141291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4897761577	5.6867433117	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation	o__Enterobacterales	156.3155150663	0	0	0	0	0	1505.1212481118	0	0	1225.6169248314	637.5463377633	970.9102656441	164.0696556109	0	46.1383747434	0	143.3235669342	805.5337903486	0	356.2183111327	155.8199154234	713.9031646458	0	0	0	0	0	0	0	0	0	0	53.9461328366	0	0	6502.4787121261	824.1605474046	21.6475968758	1059.6416249234	2140.3272458819	304.124186634	1778.0935737226	192.1375906669	55.827651419	1659.4986606986	7017.0471310099	33.4516214534	277.3236899516	463.0760403327	692.0861019988	0	2052.0025770853	0	0	242.6109975113	0	152.3613004066	32.4123307399	178.7944565143	86.6873752502	0	0	293.7903787426	71.441216241	52.4977686614	18.5242392747	393.5503956536	1716.7633655821	26.3820238997	142.0977424918	167.5263229476	424.722059317	368.6291024452	624.3339387467	206.8484267515	0	230.1152954172	281.8665400622	50.3080888801	1071.8285979518	0	0	0	0	0	15.6912875504	2860.0650255582	0	2174.6140003248	2991.1142890282	0	927.3532423123	0	1015.4599843401	1253.5688439814	1271.4308704284	12.8273898145	267.2236118249	254.6113612855	2548.2598817078	0	128.5163363951	0	54.1292498829	30.6120607902	4495.3615755392	5442.3676817859	59.1120037476	0	63.3535782475	0	0	0	0	0	63.6814211652	0	0	0	0	0	193.6317504827	3133.8321172363	0	3634.2758259861	3342.9202230582	136.7526841708	77.2056704437	1079.5625241757	0	4653.8575833734	1926.0171366316	697.7367783561	5281.5083489818	540.1675669859	2869.8838860067	245.5407975654	0	2871.1326080105	1904.7634050315	66.6095220889	2844.6944616798	1571.4566575278	161.5646105227	43.3055150572	1684.89491258	3341.6264380737	2781.9639490223	122.9552749079	2212.1244368745	0	157.2632357041	13.2050344437	2021.7843746619	106.8818074119	181.7358589983	26.9577300592	3514.5890919558	1238.2160945428	578.9116046476	135.4446566886	1073.2814973084	122.2930304808	295.8008943918	289.1526984493	0	0	34.6901744606	29.7245259246	85.2785826463	0	194.7117003709	82.5363945948	252.8285486315	0	211.3773546545	271.9955375889	561.2978053192	216.6082130229	36.9688133179	0	22.2303433008
ANAEROFRUCAT-PWY: homolactic fermentation	o__Lactobacillales	0	7.5311968125	0	0	0	0	0	45.1027216842	0	0	1.2078002127	6.869879785	0	0	9.9974211609	0	1.6277104526	69.4730598997	22.9865633774	11.5224818674	0	175.5491876033	0	0	0	0	0	0	0	0	20.7656023788	0	0	0	0	0	27.5707129994	17.8271831156	0	0	0	0	0	0	0	0	0	0	0	29.054930546	0	135.8168561696	26.6238820876	8.7303444447	0	3.661712862	0	0	0	0	0	8.8152226808	0	0	12.3667992337	0	0	0	28.266604664	0	0	14.6957157977	0	8.9808675059	0	23.3494549167	0	0	0	51.2575796558	0	0	0	0	0	0	0	0	0	0	654.6755525108	40.8507988754	558.801351991	0	0	1588.6669169218	0	1739.4650702924	63.4294351248	0	1.6819795334	0	0	0	2.7337567854	22.6109392664	0	0	0	0	0	3.6997409392	0	0	0	0	0	0	3.2649452362	0	0	0	29.1770232195	0	0	10.2333409598	0	0	0	0	478.524349329	8.34784522	9.3393756265	248.8899149051	1.3183437742	0	0	26.9236197145	95.1356587509	0	73.0114249175	0	28.8992619391	0	0	0	0	1.3045312754	0	0	0	0	44.4682595417	0	0	0	33.4141306684	300.4619458357	17.0752706974	0	0	105.4800316483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6162772655	0	3.3944277603	0	127.8000639366
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Actinomycetales	0	0.8610715294	2.974878245	0	0	0	8.3678275144	0	10.821728	95.5079478605	9.8128839083	36.0888557	0	0	16.4960070917	0	4.2474113663	18.3730183856	9.0381708141	88.6911652532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8075770318	21.0283079118	3.6395198265	4.3544300292	11.8837543222	0	0	7.6840747476	7.8091071828	0	28.7178130914	21.3753729051	30.7334557776	9.4878482336	0	43.26157971	28.0911439408	98.2623972423	23.1273894246	41.6607530688	30.6442518348	50.803446536	28.1524856012	145.3287968941	36.6066496585	163.4244187245	17.6865941326	29.6132551841	0	0	0	0	0	0	0	0	0	0	9.9562079665	0	0	4.6957529276	8.1326280937	12.5558546621	0	22.2843625276	22.8382346589	0	8.4362045914	0	0	226.5255852123	46.0026847977	59.8326839587	191.8208169658	0	130.16678481	280.9074573449	0	0	0	0	12.9978639875	0	0	0	41.500716874	0	0	14.341237968	0	0	1.3234227981	0	0	0	34.2138710623	0	27.1892418862	1.8739412097	0	12.2597328413	0	0	0	83.3511464145	0	15.4402920184	13.6467909078	61.7319017961	0	0	0	0	0	0	0	11.6425806591	174.3834625847	9.1082729138	0	0	0	21.9524043622	0	13.622376538	0	0	29.2071504268	0	0	0	0	0	0	42.1113676953	6.1498324148	0	0	17.1456607982	0	0	0	0	0	0	0	0	0	0	0	0	9.2009674256	0	0	0	11.2204677581	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Bacteroidales	0	0	11.2335819671	0	0	0	0	0	0	0	0	0	0	0	0	38.0932855868	147.2250002981	25.612382566	0	0	0	0	92.3289409463	0	0	0	0	21.5677148237	11.6558640096	91.6360722188	19.1948551681	28.8621204934	14.4907707529	56.7104931436	2.6871086386	0	0	0	13.8187283402	0	58.7761994916	16.3691349198	32.5624829263	57.0739412555	0	0	0	13.4575059355	0	0	223.4142985927	0	12.8424616617	80.7026723611	0	40.7898137859	0	0	0	0	0	12.7213829607	0	0	0	255.0826565826	6.5112757672	22.2512227851	50.8592009049	18.4327561335	773.6637055101	63.4391081544	501.9737080687	352.7405214813	8.10214264	24.7411787414	0	51.3947476556	15.7110765356	0	169.4076039541	269.5428965385	144.3458262592	36.1593388956	176.4261947839	210.5288350453	102.1814219607	38.6138520562	0	0	0	0	0	0	0	0	0	0	0	75.161725233	0	0	0	0	0	0	0	0	0	0	0	23.4351179893	61.2880579428	9.9818526789	111.1883886485	31.4687728133	34.1794210664	0	0	53.3552720396	17.736872577	265.1530077	0	0	0	0	0	0	0	533.820115925	0	0	157.8333375862	0	188.8274839358	0	0	455.8078439255	0	0	0	0	0	181.8474698649	92.1845590384	0	0	0	141.9935517494	0	415.9128817492	1099.3136553987	8.3734002162	0	418.2759514419	365.5443962391	6.1717832942	0	0	0	0	0	0	0	0	120.8480839883	64.2423380142	11.5326932731	84.0119179514	68.1280870836	11.8018713296	0	0	0	0	0	0	0	0	0	0	187.098924239
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Bifidobacteriales	26.6450821662	0	73.4259519495	0	77.5458615558	32.044464578	0	0	0	0	0	0	0	0	0	0	0	143.0171538064	0	30.4353318738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.7143204003	0	0	225.4152248584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.1953619751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2105406975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526.7088840165	0	512.6650594783	825.8212433348	0	0	0	0	0	199.7128449263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.5992482541	0	0	0	78.523294042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.7167556438	48.1084773085	0	0	131.9355429656	107.3413242919	227.2820569681	122.9883585968	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Clostridiales	341.6372425152	917.4473228405	758.0067235966	1057.1388005497	1085.4742562088	408.9503528013	372.6214024318	1009.8469309523	0	0	884.1176636906	0	1307.7303818913	1318.0881527843	2012.2855215004	2306.009367391	144.2566548898	193.601150612	1606.172148056	0	1748.4173787184	0	1614.6327730458	0	0	0	0	703.5389906019	1027.6953063	560.0871437773	876.4151316957	1249.3519012362	1794.0424345387	190.6956934176	247.021932942	0	0	21.1796884807	589.6114298719	228.3096819515	170.7131866101	595.1202213434	286.9067806626	368.5449056922	453.8213946911	471.6535458172	937.7646949987	1461.9973417776	0	0	384.9047220663	0	175.0621815655	449.0739644718	57.7612235025	994.619524221	1083.8993614005	657.3781650802	2047.1034078313	1583.9936333115	1634.7860080887	452.0577796655	1102.0582798406	1660.9049622715	1713.7884119669	1337.9837395209	582.4126627029	64.7304511023	241.3348798275	330.6239624859	268.3957310949	141.8398700849	446.2080926697	435.1875058874	245.8504392557	501.6258426592	990.8328425879	2812.0069429835	790.1817757023	0	1980.7910896274	2403.1291407182	2146.5442709386	1693.7834761581	1381.850098316	1250.8986655462	650.0439157282	2064.387630575	0	0	0	0	0	0	10.5550750673	0	980.1230561148	0	279.3143733366	1061.1287790705	422.1914003332	724.0196284559	783.1096924077	676.9175945218	769.8103598645	0	52.5482571724	360.3971787795	386.998505333	178.7157520196	411.5801026333	1347.8267108838	1607.762698903	543.5812301673	0	1085.3212196942	1388.631405485	426.6375528422	722.5341789146	557.1078349318	945.6758052264	612.5650831685	0	1806.7883261647	0	0	49.4028913786	1490.680220692	100.0234596758	1146.3632394996	0	558.7360999545	2116.40566842	0	3346.3915213943	11.2129523895	2018.4606050803	1609.620988829	0	0	0	0	0	585.9041772668	2194.0519885815	0	0	0	111.8597695109	1052.4234018771	1005.142015947	677.3622460583	1324.2516465913	1246.4880713529	462.1945763057	648.6897893709	2044.529251396	0	1130.8759540628	935.7713945496	1363.2585353589	878.9569680062	1217.1194854838	1143.80219856	2305.9585955177	1619.903486549	1538.2380815615	776.6828865762	1073.3621410569	820.6562485064	870.7162444728	197.1356028167	63.7291021436	574.5649512107	1012.0285750728	325.9827516698	100.5150531272	0	0	330.7421162278	1026.0086884127	135.7728840635
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Coriobacteriales	512.5632576523	462.9910899149	589.7227837419	681.4495705483	597.4017610237	127.9455915072	211.8751646489	455.6917876792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5399628517	38.8311554081	138.8999473288	0	0	0	0	0	304.7334022386	223.9665845282	77.2933395726	534.3100645642	167.9142608133	471.7731001693	0	545.901885536	0	1144.6565218556	0	0	0	0	0	0	0	0	71.7870738105	0	211.4385461021	229.7675958586	0	0	366.5811030499	99.2141242339	327.559145386	64.2323250237	0	0	0	0	0	0	0	0	0	0	0	0	144.3123145702	0	0	178.096581766	242.0041379041	281.6073553065	184.1232829794	0	0	187.3697152807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.3018645872	0	0	498.3086892675	1013.7016686109	359.6888227768	0	0	0	0	0	210.6498398553	0	216.2865315852	0	0	297.3834208259	0	438.3774289371	0	441.2423755317	0	0	0	0	0	0	68.5891573419	437.1456728762	0	0	0	0	0	0	146.9858709296	756.2194549919	0	0	153.9181917067	253.2708284561	0	0	0	0	0	0	0	0	224.100655019	39.6091122167	116.3408978688	122.1702754209	245.023884165	325.8988342706	0	0	0	0	881.6766321816	98.3942205575	20.3432428686	20.8679778534	757.9086788503	284.3889824658	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0437385915	16.4006408757	47.198793469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Enterobacterales	245.9682142677	31.6545024977	20.3646150676	0	0	0	2060.1509437982	0	5319.2569757425	1591.8172263969	759.330096032	1117.5846970063	195.6136304595	0	50.5652920139	0	177.4615240285	1117.0774811508	0	471.0210187962	171.4340255541	875.5778197931	0	0	0	0	0	0	0	0	19.6677798082	0	119.7994193993	0	0	8273.652003247	1078.1922140213	28.2323503199	1320.7011816362	2410.0917455553	358.9499007664	2293.8661963549	256.3834852271	83.1059285016	2023.3230933362	9879.2894848907	41.6005014168	294.2878320709	548.2454734598	817.2700941545	0	2389.1564230833	0	0	319.4462413006	0	176.3809451509	37.8686955141	196.6130650003	100.7139527269	0	0	344.8484098746	84.1983045537	60.877838964	20.4379614064	449.8564001179	1944.3327179751	35.2455332293	171.9305762139	206.0327094268	471.0271916721	422.9832235944	761.4857762137	246.7643495715	0	255.965325019	312.6781750062	67.7158349	1209.6621001431	0	0	0	0	0	32.308693072	3382.5601867734	0	2519.7202903604	3723.025213113	0	1179.1516251889	0	1255.0603303509	1522.090105688	1630.6518515852	27.1394335366	348.2849147443	308.2347268824	2802.1119964498	0	184.365602069	0	63.8595050578	33.870616974	5168.3090807951	6390.6136249506	70.3394861425	0	75.1624973417	0	0	0	0	0	74.6646162573	0	0	0	0	0	271.6755342029	3820.4270034875	0	4850.8116402387	4206.6602806208	178.1920197047	85.2742578918	1372.4429030494	0	6617.888610673	2540.7272131243	1058.8546662066	7036.2947994605	655.9551921948	4025.7370762321	366.5467819123	0	3782.3777774292	2363.1164608094	75.3369421446	3438.7826612955	2068.492012204	221.9945469896	53.19519645	2264.4224421971	4047.7063454389	3369.0467441455	197.336631176	2901.4030216097	0	235.5382167465	16.8319092049	2510.6886098476	169.7066118342	278.150333459	30.8857622757	4656.8530937741	1738.5729920187	831.4722575659	199.1203360475	1609.4777829682	189.4673377312	425.2863386021	425.3674627776	26.7414375101	0	55.3164190117	41.7888059177	152.5390501	0	347.2255742671	119.5996560252	467.845476382	0	286.3146449566	320.6551031386	727.600621076	411.2129278535	60.9473841927	0	27.3314382755
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Erysipelotrichales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.1597368382	0	31.1015646235	0	91.0188694188	0	90.906675641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Fusobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.1214062232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8984980717	0	29.9960159908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.5992658479	15.7394434483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Lactobacillales	53.8759949595	1059.0830870285	26.5779972603	226.4415949676	170.6082657262	2594.2631997261	962.9304676451	585.4221922954	43.4554037531	423.1044294336	496.3527205158	444.6428845	60.5039398462	28.5174531981	248.1149174963	6.5986211676	84.6834562198	299.8755227291	239.5267446661	629.301326168	9.2558620808	7041.268057511	0	1627.0005596317	3628.7296132191	1609.7523357057	1463.9134896566	25.1766142235	116.4443897504	4.9556554445	278.642259969	284.048989589	425.267077056	51.0399108199	17.3771238664	0	3116.9121221771	363.2473411332	166.2091949991	42.8049301134	313.2700051534	26.174626238	16.9265825659	674.3432220754	3397.8304872913	163.4202151509	0	85.2940548136	693.1208903837	336.7725193526	67.9280163609	365.6547284093	347.8486434637	115.5639497086	1723.2216804253	399.4200490946	346.464542683	318.4383804045	344.378007054	634.6953293743	210.3471064037	686.2922159454	979.7603999745	320.7634121773	193.1813126594	37.784754797	32.4293779339	105.5855096349	276.4140374101	40.5496237803	43.7516319662	115.0267454518	6.2803039399	84.7520205245	146.4920891839	498.4818822095	0	3.9558691977	63.1135508245	1796.0562542847	266.9996791835	263.6883563534	884.1743486657	621.5195343706	501.5864611226	287.5897678249	0	90.5938886725	303.5539569576	457.9666394369	4237.4889172511	842.0017890043	568.2804695491	681.1316858704	202.2094130165	1714.0595207036	78.9439901426	1872.2111690437	69.1699472413	13.707390431	17.3301356374	30.6984822983	14.9200099799	265.4122318149	210.6386295444	128.2219722405	659.8894458181	7.9561485988	0	181.4879305814	0	42.1843737312	9.9504886529	61.9140810201	0	103.9968788825	424.9299964234	16.8120170667	26.7132929324	89.8797846897	44.804732212	167.0519384522	970.0020179044	27.3940844962	694.2652685117	516.2853707694	1164.1012667515	35.1348441174	3971.2982497272	54.1879286575	890.261263008	310.8026814384	382.0543078669	273.2786676234	143.9372365405	256.1599321558	139.2264064497	199.5732475297	119.3801925824	1757.6422819084	233.3268766218	759.3906610351	208.0003393942	8.6863753876	102.8008108887	516.5794296176	498.825482416	922.4975217573	388.311598895	273.3433274329	50.8569776297	145.9844588608	1323.9612816331	297.7570337017	106.1731445106	7.2771327496	207.5628784094	345.1691832832	155.4601378402	34.8874638195	381.8825098835	120.2568937105	0	0	0	145.5933124991	11.4200877736	57.4847093703	22.7649976256	50.6597414799	60.4083020256	0	11.4157416385	6.5038787356	0	244.3249514069	363.3388684525	394.0635310074	1038.5564704269	218.342353685	42.3981962838	268.4603176012
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Pasteurellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5281482179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.939444876	0	0	0	0	0	0	0	0	0	0	0	0	58.9858285526	0	42.6762314788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	o__Saccharomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947.76350667	0	0	0	0	0	0	31.1245610856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
