species	Level1	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
s__Streptococcus_pluranimalium	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0393563134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_pluranimalium	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7061499591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_pluranimalium	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6667208434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_pluranimalium	Organismal_Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1128156081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_pneumoniae	Cellular_Processes	1.9439188893	34.338132659	2.4582998793	10.4347115278	14.6412768957	0.2996730968	52.6399343018	52.7272028244	26.3264159552	129.5173772405	35.5015260214	126.5032423739	15.070897026	2.2462482663	52.9121682359	0.5459883399	0.5784353157	10.8190503492	42.0320412804	130.8130639295	0.6946753158	0.1089737928	1.405775686	1227.1609663575	481.7939255347	92.5581003569	133.266000734	3.2450465531	4.5833777407	1.9702385383	4.107200883	1.3872691301	1.8155097085	0.0580315692	0.594052149	0	0	0	208.9600572657	49.3810540751	424.2946419974	30.7230543516	11.8371352227	407.9440286412	15.0718251545	47.3447707002	0	8.5764817689	14.19233301	8.8066528678	0	11.281430158	10.0282848293	15.9334386777	68.1008955057	78.9408791995	35.1772509662	28.1224997487	17.4899076893	81.5100954387	41.4283023361	0	50.0484912481	8.3817473763	3.563119118	1.8254379609	0	13.0165127137	2.969669899	0	5.8094502918	31.7344899019	0.1215839121	0.2195035086	14.9222330351	45.6402019299	0.1215262649	0.8978098465	23.3040801306	0	69.1911946593	30.7425136713	102.4288914786	66.819855778	52.3134145619	95.2290889523	0	3.2110398682	30.7660671055	61.3549858944	3.6580725544	96.6270143079	0	140.9064792878	59.1394378858	0	0	0	0.1865651039	2.2049671142	0.5171244237	2.2383091905	0.0804964395	6.0293403761	0	4.5638395276	3.6950158429	2.4681894375	0	45.4651003728	0.0740018133	0	0	0	0	0	328.3348175074	0.4365845493	3.8817321098	5.7871746473	3.7087851496	16.4487414653	237.9502205176	2.5051767773	131.254572781	141.0586655637	49.3386382903	5.3114677451	0	15.9017825172	0	49.8571562223	17.5390476185	0	15.3055710113	0	10.2689299943	36.2473934717	0	0	18.4992661965	0	43.2459117434	0.9029868428	61.7074006658	146.0345421485	0	0	78.7844703388	30.2611443141	11.1744238567	39.2740578524	217.0609577038	50.8879641361	8.0323370356	2.2477309951	3.2169021533	0	0	0	0.0954390085	0	0	0	0	64.2866931269	13.7489643522	21.9056645431	17.2983841357	42.8753606956	29.6509715921	0	0.9005685968	0.5668276864	0	13.5536799871	1.9992457743	15.1913266916	0	32.166657604	15.8516306253	60.1719290236
s__Streptococcus_pneumoniae	Environmental_Information_Processing	5.1775790199	42.5855787778	2.9719551595	12.8994770177	18.2256923444	0.2005448455	43.8561788296	47.5225620326	19.7262809025	172.163029717	22.1090996279	185.1450642466	10.3118733066	2.183735333	73.6286115043	2.85881958	8.7969479484	60.8954622332	71.4358705489	183.0940816154	0.3629586218	10.1479890625	1.3723970347	903.148579721	327.7779202551	71.7124507534	109.7355947705	2.9780074229	7.8615441443	3.7237549944	12.8011522639	4.7632645867	7.587932519	0.6061958645	0.7967429153	0	0	0	179.3977679271	44.5948807006	370.1994278312	39.2647452546	9.6634808764	583.1604188951	14.7824998294	97.374385445	0	11.2964634618	12.808375429	8.7249782562	0	13.6928990175	28.2513940833	36.3467213995	44.5001053117	91.5658043517	47.1594217463	27.2455058633	31.3436623419	108.2440012974	46.4170333957	0	87.2709292024	27.2080665806	12.5740289075	1.697162425	0	10.0707499615	2.0009352027	0	6.9875917498	18.7407044002	1.1190855976	1.005234468	15.1067854459	44.867945386	0.1904407518	3.7169100869	35.4212575472	0	93.5210902187	51.0967878024	150.0684975917	99.4096369566	82.3141853296	123.2962002167	0	3.4506416924	45.2564036992	74.6287767056	11.2671224707	141.4654330768	0	133.8431048744	54.9543723655	0	0	0	0.0307582073	2.3473576894	0.0838079691	3.1954409754	0.3291925232	10.2709768206	0	5.3731179016	5.5223858846	3.1762927385	0.5278380752	153.0606629025	0.4604354098	0	0	0	0	0	427.9597494842	2.8940142976	6.1491993152	15.5628663874	8.2896964198	100.1646322461	322.6398743785	2.4924059238	181.6574915856	77.3198480133	68.7086089039	4.9488887673	0	14.4541766783	0	63.470613531	32.306078699	0	19.75025071	0	18.0597207135	71.1683344923	0	0	28.6421443005	0	76.7426793303	2.0950651374	52.3850643017	247.1125553327	0	0	160.660658374	51.5347953866	9.8721676915	38.9847374432	356.9382704545	69.2866569766	5.4591351247	3.3070164369	9.6042212536	0	0.5770882415	0.0928387208	0.5773756361	0	0	0	0.0723538772	102.0029208461	11.0607312193	28.6493923025	24.1129936175	69.9301342354	35.0041760559	0	0.8936543663	0.8681759561	0	7.7972629701	1.1260591169	7.1305418847	0	74.4487942434	13.5292146604	95.8200102973
s__Streptococcus_pneumoniae	Genetic_Information_Processing	32.8884993226	558.9036392191	37.1643205436	160.3253820423	192.5069916423	8.2008906463	640.7380481785	614.3598144064	232.6327217784	1137.0392803738	331.0691976336	1093.3598828005	137.9652589349	31.7680348817	458.5762299231	23.8378416238	26.4070337037	285.0957490574	386.1807120305	1257.4369013474	11.5959695653	211.0607742091	27.2859510017	14501.3267169814	5220.8800866589	1000.8250398922	1484.0244038511	32.9162121305	37.687506914	20.613438465	109.0789226122	36.6145073453	64.2193770161	4.5066095228	7.9739934087	0	0	0	1707.8698073586	424.7892228592	3562.1377152338	357.4606437748	98.2752123662	3327.3395892207	195.8818097593	465.1895131024	0	172.1033975642	213.9821786538	117.5626324232	0	241.3342027271	164.0100785759	195.6703771145	648.718946463	844.8232708263	390.6071187763	376.7462802644	264.6641007657	927.2866167927	316.8508664823	0	903.0955731458	121.7868187416	154.9383274375	25.822736694	0	200.013207222	57.4347148872	0	74.8538203765	387.6747215094	18.7874117103	17.7053380002	276.3891433005	655.0393315807	7.0620695628	57.4944065078	199.7559314411	0	554.5756616093	298.9281320092	841.0447859682	610.9653539936	498.0418319938	741.5484372263	0	35.8472035383	525.8370945714	916.1613514018	178.6914864845	1595.5545572788	0	1995.949976216	771.0320075545	0	0	0	4.9068682829	32.7284117616	8.6456643535	30.0510195472	5.9378899315	132.8249768838	0	66.9861026721	46.7897120946	20.4019272708	4.9747101189	778.8372769187	7.8606699705	0	0	0	0	0	2527.3540603353	43.7998018329	64.2422557097	99.7442234581	54.5211036143	524.9614582668	1957.9890891108	32.3917234596	1118.7469926088	1169.6259252418	470.0665782893	43.443115965	0	165.2085718773	0	432.7353552159	422.159595035	0	218.7792651685	0	216.5432743806	432.6447795263	0	0	193.2742474936	0	428.452931294	24.8628260526	506.1956211905	1494.3044275389	0	0	894.4278191815	269.8115101616	131.9391671562	420.165427515	1884.5080383186	409.6550284124	77.5068639315	32.0463507521	59.0361601647	0	7.4454895958	1.298170702	10.8136948181	0	0	0	14.9585579685	595.0241482262	146.2378746623	170.3494996667	141.9650005641	400.156206988	257.3858350314	0	6.6979470824	7.9621226864	0	134.3164079676	16.9194479958	117.4031650328	0	453.3552466439	213.079329744	568.0946308978
s__Streptococcus_pneumoniae	Human_Diseases	0	0.31241541	0	0.0666686278	0.0526230712	0.0628219626	9.8244513224	6.7838324752	0.1350149005	9.2154168198	0.052978198	0.3446113812	0.3774059734	0.1724725351	2.8484481834	0.3696411824	0.8478295097	6.7074134806	7.3981304526	17.9975075312	0.1247833148	0.0352312653	0	0.33462876	0.1406226509	0.5416237433	0.093848418	0.4075885006	0.4320492576	0.1464576643	0.7497078534	0.2198416766	0.4981546939	0	0.004869058	0	0	0	21.4840632708	4.2264602084	43.8648174507	3.9843081445	1.316238242	46.1595090114	1.2744752444	5.1352114341	0	1.7714938892	1.2836950717	2.4428780653	0	2.1018994384	2.2146039101	2.787323168	7.5207003243	8.0092329682	2.5377860929	6.1057861948	2.2022277122	5.6529058915	2.5191689793	0	4.4038699111	2.9102898197	1.1491116156	0.720173097	0	1.6154092678	0.4021706888	0	1.0927093891	1.7660045732	0.2451639981	0.2745957446	3.3503912263	11.2054261043	0.3023200739	0.7120435871	0.090579519	0	10.6753660026	5.3086310132	15.5068390931	11.2066992679	8.6504936337	13.8351937829	0	0.528523954	15.4761134406	21.3343026655	0.2958202625	49.5161190999	0	17.5658046894	6.7808660537	0	0	0	0	0.1314577938	0.0627118452	0.4011116651	0	3.4889019319	0	0.2798889373	0.1929351442	0.2286543795	0	25.2779214195	0.1458825803	0	0	0	0	0	29.6935720604	0.5031026354	0.7039025262	0.5670328293	0.4666326339	0.6985621628	23.5349567959	0.3890129772	16.3370248722	15.8118215198	5.7460053371	0.4060684313	0	2.2355846658	0	5.7783839365	1.6016850197	0	4.1739418661	0	3.032271631	0.384723978	0	0	0.0833167584	0	0.1385156223	0	5.5328823654	1.3158878109	0	0	7.357529145	4.0465857639	0.0971799059	5.3051347417	30.5233342983	6.9994906325	0.2957799906	0.1413661043	1.4413780755	0	0.0323759629	0.0312187812	0.0628219626	0	0	0	0	0.5403339078	0.102437774	0.2938500554	0.092471193	0.5775524464	3.3745067604	0	0.0478370639	0.1587096027	0	1.7113613064	0.3579855032	1.6683548875	0	6.1551583946	3.3576389148	10.0175102284
s__Streptococcus_pneumoniae	Metabolism	66.38788341	1352.0803703392	84.9424819678	338.6464492511	464.2814878648	15.665554914	1446.8470044242	1299.6194564149	625.0388942309	2941.9578126987	697.9091390067	3003.8825186358	367.0306712	60.6201568825	1335.1530908336	41.1411080552	67.7350290022	565.6040487318	1109.786525886	3283.943136871	16.1493723153	140.9541081127	30.7619463892	25317.8500243428	9790.1067207724	1760.240302097	2655.1999583841	85.9724717543	88.7008677355	41.2753087542	268.417983436	84.7747511805	165.8362224402	6.2530320828	16.612901132	0	0	0	5231.3021237801	1277.0319383153	10366.3368037857	1078.5434333199	284.3029452188	10763.364808982	502.3766075725	1351.3600717475	0	443.4845984179	451.930415075	389.2258161926	0	491.8129410904	443.9040582361	544.561676651	1590.8423911484	1840.3714498314	1026.5275071044	1124.9321057903	653.7189545898	2216.1289839596	1052.5716743849	0	1360.3856049006	357.5629332135	346.406625676	79.9258069297	0	363.2381269477	85.5328062972	0	232.9929789747	716.413729503	34.9885327446	19.1946249473	527.4724442917	1483.0171598281	14.7071534576	86.1104938955	630.3050671457	0	1845.3986776144	981.6113524825	2648.5158101186	1900.7401640989	1613.1161798569	2595.0015020672	0	132.6206422137	1384.1397756167	2243.6657714218	128.9739890289	4445.5214077787	0	4313.816294286	1762.7913613208	0	0	0	4.8279290329	77.2894200634	12.3511521454	60.9872676893	5.1683303098	272.164467058	0	162.3799539197	113.6363463839	65.8681217419	2.9601757667	2074.9385972773	20.5403046222	0	0	0	0	0	7968.1705176016	72.5798082815	133.3956060356	251.9474792022	154.7398543303	1430.5716081062	4731.7483486867	86.6354679123	2756.518281005	2902.3071121404	1070.5492611019	113.7562228616	0	396.2386212913	0	1061.096519088	654.0492912608	0	647.5162392502	0	452.3192524051	1135.457795828	0	0	525.0845630811	0	1187.3209673236	53.2649268095	1474.3142774341	4059.4100717969	0	0	2398.3005508854	607.0954879839	290.7417353546	1207.5123412274	5484.0850894653	1003.9589625076	227.7083978878	75.084382721	146.00597914	0	4.2733596389	0.5823879075	9.9748906522	0	0	0	1.0268402528	1681.1972513578	385.0297960476	514.5397385952	385.8916397385	1106.7382031091	897.5141491896	0	12.8080570213	17.1782810138	0	378.7657078667	46.8917983323	370.18429713	0	1062.2162245572	489.6185473804	1321.7960194444
s__Streptococcus_pneumoniae	Organismal_Systems	0.0246576114	0	0	0	0	0	0.0236104819	0.0267272484	0.0272888525	5.3156318362	5.8806602479	0.2097352958	0.6245429131	0.0825763832	0.3052806105	0.5950391685	0	0.0956178924	0.0080882761	12.3065224095	0	0.0985461489	0	490.5293164477	186.9220071754	31.5341517364	46.5830181616	0.0257400257	0	0.0148017273	0.2090295403	0	0.0408167896	0	0	0	0	0	0.038737267	0.0483807256	0.0183034992	0	0	0.0181592207	0	0	0	1.2537702032	2.7469040321	0.2096766099	0	0.1789656591	0.1071060419	0.1307290107	0.0937730932	0.2292023684	0.1066911712	0.1967057796	0.0559619662	0.0374987082	0.0272368242	0	0.0960777616	0.0986328306	0.0635684296	0	0	3.0860461099	0.639038943	0	0.0290160545	9.348228482	0	0.0271076172	1.4336277776	1.2674550629	0	0.027005131	0.4431715349	0	0.2199901233	0	0.0273935077	0.0272888525	0	0.0921796918	0	0.0268473834	0.9305863104	10.7709325748	0.3864503628	6.7559752112	0	32.1083384877	14.4171771051	0	0	0	0	0.0263817438	0.1236262202	0.206205789	0.0423128619	0.4071310781	0	0.0197989392	0.3641262124	0	0.0413256948	0.1352086188	0	0	0	0	0	0	8.0140639922	0	0.0116095391	0.0133647735	0.1222055182	0.0394812633	0.1140085036	0.2716662582	2.883308671	0.3268946742	0.2330644784	0	0	0	0	0	0.10806524	0	0.0708944211	0	0.1016705623	1.0184529745	0	0	0.0427660469	0	0.4846815278	0	0	0.5276580767	0	0	0.1728283296	0.027446137	0.2625246214	0	0.1378175228	0.1253533903	0.0361199928	0	0	0	0.0123315498	0	0.0439547106	0	0	0	0	0.0902262081	0	0.5886275413	0.528743894	0.2660432684	0	0	0.2862757472	0	0	0	0	0.1793405091	0	0.0540761035	0	0.248725037
s__Streptococcus_pseudopneumoniae	Cellular_Processes	0	0	0	0	0	0	0	0	0	0.2625544448	0	0	0	0	0.9672900364	0	0.3698747081	0	0	0	0	0	0	0.2330701291	0	1.0686077738	0	0.523747028	0.2095843766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1346982759	0	0	0	0	2.4412910337	0	0.4928854629	0	0.3077885711	0.6870999032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141723356	0.4651498816	0.8704709286	0.0938362209	0.0554569654	0.2720079358	0	0.03115654	3.4745123979	1.2442640923	0	4.2247032539	0	1.3594253461	0.824955312	0	2.7518634055	0	0	0.1420807914	0	0	0	0.6266632722	0	0	0.5066128711	0	0	0.7949507604	0	0	0	0	0	0.7955821554	0	0	0	0.6185434711	0.1333580991	0.7453662968	1.1558652162	0.1964040209	0.6103525277	0.2572250031	0.1007007126	0	0	1.0758834011	0	0	10.1228084341	0	2.7331947359	0	1.4688321576	0	0	0	0	0	0	0	0.4459468648	0	0	0	0.1041328743	0	0	0.084805722	0.4453483319	0.0637454443	0	0	0.4602422639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221120523	0	0
s__Streptococcus_pseudopneumoniae	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0.2746178858	0	0	0	0	0.4103123176	0	0.0602935294	0	0	0	0	0	0	0.0483882222	0	0.4599256591	0	0.0191359612	0.023724042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4460849674	0	0.5098921983	0	0.072343179	0.0472593747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041249864	0.0619841759	0.2077467494	0.4705988432	0.0171402779	0.0332233731	0	0	0.5197475248	0.6080024315	0.0161173042	1.9448272936	0	0.3436721792	0.3034509488	0	0.7158549737	0	0	0	0.0678228872	0	0	0.1893042575	0	0	0.163171906	0	0	0.2237855685	0	0	0	0	0	0.1386724227	0	0	0	0.1802045895	0.0415189419	0.2012528834	0.4614229325	0.0109227792	0.2227862388	0.0840853804	0.1023295644	0.0824542934	0	0.0659908534	0	0	2.4257510917	0	0.5433514135	0	0.3457578347	0	0	0	0	0	0	0	0.0293035401	0	0	0	0.1604758982	0	0	0.0868907023	0.1964150757	0.0066225802	0	0	0.0774140607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072176075	0	0
s__Streptococcus_pseudopneumoniae	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	10.7974128153	0	0	0	0	31.6605943502	0	2.9431504579	0	0	0	0	0	0	2.474319339	0	10.1722198156	0	2.1707470435	3.9259498333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1644317938	0	0	0	0	36.3546281182	0	23.9817572221	0	54.9925315369	13.2934100415	0	0	0	0	0	0	0	0	0	0	2.2268898248	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1068429209	16.3173366765	24.4917564177	9.0724200066	17.2189875798	29.7996556826	0	11.9086299788	89.9704266479	130.7168993974	6.516470136	344.9004978665	0	70.3221511058	91.9063852244	0	49.9016556254	0	0	9.3453412359	10.1592427016	0	0	39.5061501755	0	0	24.3110375517	0	0	61.7338435845	0	0	0	0	0	23.9866137395	0	0	0	25.323639343	3.3596197188	13.481763586	50.5233926729	10.4799281605	18.9502406244	22.4744397092	36.3227815958	2.9825207137	0	7.5689104094	0	0	144.6034070373	0	49.0767815346	0	21.5066120061	0	0	0	0	0	0	0	8.3789308972	0	0	0	6.5179914058	0	0	22.1565616136	20.4103279652	7.1875185846	0	0	14.3912133348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4565901409	0	0
s__Streptococcus_pseudopneumoniae	Human_Diseases	0	0	0	0	0	0	0	0	0	0.1267198272	0	0	0	0	0.2680465646	0	0.0143835236	0	0	0	0	0	0	0.0314109813	0	0.0984869104	0	0	0.032682991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7162627007	0	0.0752149093	0	0.0948174486	0.030107728	0	0	0	0	0	0	0	0	0	0	0.0744809077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509342781	0.0575134311	0.0117368936	0	0.0314109813	0	0	1.7763843245	1.4413446705	0	3.0313717133	0	0.6454081559	0.0785229734	0	1.6581413589	0	0	0	0.3907379962	0	0	0.6203563104	0	0	0	0	0	0.50718021	0	0	0	0	0	0.895751236	0	0	0	0.1482480998	0	0.5195138789	1.0840821456	0	0.0761046867	0.0314109813	0	0.0628219626	0	0.613281139	0	0	11.6896217033	0	2.4833200122	0	0.5892150179	0	0	0	0	0	0	0	0.0787797159	0	0	0	0	0	0	0	0.970272409	0	0	0	0.1275140157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337228338	0	0
s__Streptococcus_pseudopneumoniae	Metabolism	0	0	0	0	0	0	0	0	0	20.1915338164	0	0	0	0	26.9278833944	0	5.2212444959	0	0	0	0	0	0	4.182320225	0	29.1809122793	0	4.6274030922	6.5808359306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9720726939	0	0	0	0	71.431534568	0	14.5013055131	0	16.0955440174	6.9155303344	0	0	0	0	0	0	0	0	0	0	1.5399830209	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1261574509	13.0284079469	26.0358087484	7.8604615802	6.6079189077	8.5355165646	0	1.1642776562	108.8700019666	73.7033640946	0.7077934958	233.5999018394	0	46.4556589554	44.8052845166	0	103.1383836146	0	0	1.5577154503	7.8370550389	0	0	35.781879754	0	0	12.5145521257	0	0	42.917348259	0	0	0	0	0	27.5093393232	0	0	0	30.6711864364	2.8163480125	31.3334721616	47.3585561196	6.6807733338	18.9534593588	14.2274808232	5.4197180081	8.5073968317	0	19.69873389	0	0	461.9618585248	0	106.8610266165	0	49.5580044911	0	0	0	0	0	0	0	4.758604727	0	0	0	6.6371148397	0	0	8.9494022655	30.1793726526	1.7148354851	0	0	9.5938995454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3961068447	0	0
s__Streptococcus_pseudopneumoniae	Organismal_Systems	0	0	0	0	0	0	0	0	0	0.1688823404	0	0	0	0	0.065967737	0	0.0148694737	0	0	0	0	0	0	0.0656130477	0	0.2189942037	0	0.0237348397	0.0608088369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346682883	0	0	0	0	0.3329037249	0	0.454370233	0	0	0.0682146959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0709414929	0.0945903832	0	0.131627111	0.054577705	0.0515612104	0	0.0138300561	0.3271552561	0.2133912067	0.0101836451	0.8240032563	0	0.3147770769	0.1600642896	0	0.4315913184	0	0	0	0.0447409535	0	0	0.1397708319	0	0	0.0523907908	0	0	0.1931429291	0	0	0	0	0	0.3773470545	0	0	0	0.0636238849	0.0337242054	0.0851578657	0.1530783559	0	0.1771744759	0.0379584661	0.0884048814	0	0	0.0506374618	0	0	1.9466545869	0	0.3703097949	0	0.2831163155	0	0	0	0	0	0	0	0.1380213228	0	0	0	0.0350676097	0	0	0.0783079825	0.136871097	0	0	0	0.0783940146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109430163	0	0
s__Streptococcus_ratti	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025360386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
